"Person","time","obs","empathy","conflict","obsZ","var","varId"
1,81,10.22082,3,1.6,0.108601862002226,1,1
1,82,8.164282,3,1.6,-0.384536981294768,1,1
1,83,6.977319,3,1.6,-0.669159760380946,1,1
1,84,6.17438,3,1.6,-0.861697126429151,1,1
1,85,6.925615,3,1.6,-0.681557902673394,1,1
1,86,6.613271,3,1.6,-0.756455112873622,1,1
1,87,8.062005,3,1.6,-0.409062062511788,1,1
1,88,9.088086,3,1.6,-0.163017303081608,1,1
1,89,9.206009,3,1.6,-0.134740455380223,1,1
1,90,12.4467,3,1.6,0.642347354921838,1,1
1,91,13.99666,3,1.6,1.01401346639491,1,1
1,92,12.63701,3,1.6,0.687981937539738,1,1
1,93,10.93693,3,1.6,0.280318434744091,1,1
1,94,9.241759,3,1.6,-0.126167935131208,1,1
1,95,8.662539,3,1.6,-0.265059548519575,1,1
1,96,9.061325,3,1.6,-0.169434344043394,1,1
1,97,9.102062,3,1.6,-0.15966598719349,1,1
1,98,8.678829,3,1.6,-0.261153356775339,1,1
1,99,8.191595,3,1.6,-0.377987575824521,1,1
1,100,6.67858,3,1.6,-0.740794617071024,1,1
1,101,6.531931,3,1.6,-0.775959694609422,1,1
2,1,15.24101,0.6666667,3.8,1.31239711875466,1,2
2,2,17.19033,0.6666667,3.8,1.77982607460945,1,2
2,3,17.72738,0.6666667,3.8,1.90860571096562,1,2
2,4,14.92918,0.6666667,3.8,1.2376231610134,1,2
2,5,13.35669,0.6666667,3.8,0.860554563352624,1,2
2,6,13.56135,0.6666667,3.8,0.909630143608939,1,2
2,7,12.24394,0.6666667,3.8,0.593727377140295,1,2
2,8,10.96847,0.6666667,3.8,0.28788143582532,1,2
2,9,8.880818,0.6666667,3.8,-0.212718257682243,1,2
2,10,12.0645,0.6666667,3.8,0.550699320259648,1,2
2,11,11.54258,0.6666667,3.8,0.425547718347323,1,2
2,12,9.207427,0.6666667,3.8,-0.134400432059576,1,2
2,13,9.166699,0.6666667,3.8,-0.144166630792496,1,2
2,14,11.85994,0.6666667,3.8,0.501647719080952,1,2
2,15,10.76352,0.6666667,3.8,0.238736316243907,1,2
2,16,8.521454,0.6666667,3.8,-0.298890430179217,1,2
2,17,8.397228,0.6666667,3.8,-0.328678679142967,1,2
2,18,6.828062,0.6666667,3.8,-0.704950212263663,1,2
2,19,6.007287,0.6666667,3.8,-0.901764486596104,1,2
2,20,8.659466,0.6666667,3.8,-0.265796425574826,1,2
2,21,17.60194,0.6666667,3.8,1.87852635599957,1,2
2,22,12.60493,0.6666667,3.8,0.680289449439363,1,2
2,23,11.14172,0.6666667,3.8,0.329425187801312,1,2
2,24,14.52246,0.6666667,3.8,1.14009545651888,1,2
2,25,15.96065,0.6666667,3.8,1.4849601529365,1,2
2,26,12.33744,0.6666667,3.8,0.616147814714641,1,2
2,27,12.90644,0.6666667,3.8,0.752588766370282,1,2
2,28,11.5726,0.6666667,3.8,0.432746237448734,1,2
2,29,11.50666,0.6666667,3.8,0.416934433666356,1,2
3,1,11.00815,1,1.6,0.297396333824785,1,3
3,2,10.99475,1,1.6,0.294183137423756,1,3
3,3,10.95851,1,1.6,0.285493119694405,1,3
3,4,11.03138,1,1.6,0.302966673555823,1,3
3,5,10.92239,1,1.6,0.276831876858198,1,3
3,6,10.89713,1,1.6,0.270774761851482,1,3
3,7,11.07029,1,1.6,0.312296932657617,1,3
3,8,10.99672,1,1.6,0.294655525252862,1,3
3,9,11.0171,1,1.6,0.299542461271741,1,3
3,10,10.98648,1,1.6,0.292200067704613,1,3
3,11,11.15576,1,1.6,0.332791850299107,1,3
3,12,11.50567,1,1.6,0.416697040797922,1,3
3,13,11.71224,1,1.6,0.466230621436772,1,3
3,14,11.59922,1,1.6,0.439129467911077,1,3
3,15,11.6637,1,1.6,0.454591177160208,1,3
3,16,11.79251,1,1.6,0.485478627042042,1,3
3,17,11.82962,1,1.6,0.494377262746683,1,3
3,18,11.99607,1,1.6,0.534290437444541,1,3
3,19,12.05711,1,1.6,0.548927266423558,1,3
3,20,12.15518,1,1.6,0.57244354784512,1,3
3,21,12.24267,1,1.6,0.593422842854526,1,3
3,22,12.61027,1,1.6,0.681569932184251,1,3
3,23,12.96956,1,1.6,0.767724360163786,1,3
3,24,13.17971,1,1.6,0.818116391781419,1,3
3,25,12.89851,1,1.6,0.750687225515046,1,3
3,26,12.7618,1,1.6,0.717905428501262,1,3
3,27,12.49263,1,1.6,0.65336094527253,1,3
3,28,12.56661,1,1.6,0.671100666895525,1,3
3,29,12.76024,1,1.6,0.717531354890396,1,3
3,30,12.95329,1,1.6,0.763822964235074,1,3
3,31,12.83597,1,1.6,0.735690710371735,1,3
3,32,12.8322,1,1.6,0.734786699145475,1,3
3,33,12.68878,1,1.6,0.700395906023415,1,3
3,34,12.64728,1,1.6,0.690444588811273,1,3
3,35,12.05455,1,1.6,0.548313402036496,1,3
3,36,12.48875,1,1.6,0.652430557060888,1,3
3,37,12.46518,1,1.6,0.646778688465944,1,3
3,38,12.71329,1,1.6,0.706273177947985,1,3
3,39,12.68171,1,1.6,0.698700585235708,1,3
3,40,12.86091,1,1.6,0.741671092330069,1,3
3,41,13.31698,1,1.6,0.851032471629872,1,3
3,42,16.47783,1,1.6,1.60897514656965,1,3
3,43,18.20505,1,1.6,2.02314657103126,1,3
3,44,21.47042,1,1.6,2.80615217789907,1,3
3,45,NA,1,1.6,NA,1,3
3,46,NA,1,1.6,NA,1,3
3,47,NA,1,1.6,NA,1,3
3,48,18.52589,1,1.6,2.10008104366605,1,3
3,49,17.29582,1,1.6,1.80512160359039,1,3
3,50,14.08532,1,1.6,1.03527331661247,1,3
3,51,11.10378,1,1.6,0.320327525752428,1,3
3,52,9.703622,1,1.6,-0.0154174478648998,1,3
3,53,9.507186,1,1.6,-0.0625209887777775,1,3
3,54,7.173312,1,1.6,-0.622162446781923,1,3
3,55,4.777331,1,1.6,-1.19669659052329,1,3
3,56,7.345176,1,1.6,-0.580951044821738,1,3
3,57,10.90231,1,1.6,0.272016878072179,1,3
3,58,13.62371,1,1.6,0.924583496412535,1,3
3,59,11.79244,1,1.6,0.485461841687708,1,3
3,60,12.81405,1,1.6,0.730434496557514,1,3
3,61,13.06033,1,1.6,0.789490168919116,1,3
3,62,16.03075,1,1.6,1.50176948634785,1,3
3,63,18.79495,1,1.6,2.16459914990941,1,3
3,64,17.87149,1,1.6,1.94316195972326,1,3
3,65,15.36769,1,1.6,1.34277381428319,1,3
3,66,13.17067,1,1.6,0.815948683164605,1,3
3,67,12.06248,1,1.6,0.550214942891732,1,3
3,68,12.50611,1,1.6,0.656593324935654,1,3
3,69,10.19883,1,1.6,0.103328862833671,1,3
3,70,7.356866,1,1.6,-0.578147890648004,1,3
3,71,5.578153,1,1.6,-1.00466686154829,1,3
3,72,11.59131,1,1.6,0.437232722871365,1,3
3,73,13.64954,1,1.6,0.930777292161683,1,3
3,74,12.46749,1,1.6,0.647332605158957,1,3
3,75,13.11281,1,1.6,0.802074388853893,1,3
3,76,14.97846,1,1.6,1.24944005046435,1,3
3,77,13.84369,1,1.6,0.977332671360176,1,3
3,78,11.77864,1,1.6,0.4821527289762,1,3
3,79,14.27431,1,1.6,1.08059137540579,1,3
3,80,19.1716,1,1.6,2.25491634576371,1,3
3,81,18.59435,1,1.6,2.11649712020445,1,3
3,82,19.80063,1,1.6,2.40575193771441,1,3
3,83,17.56082,1,1.6,1.86866615928238,1,3
3,84,16.5141,1,1.6,1.61767235802229,1,3
3,85,12.73198,1,1.6,0.710754867555092,1,3
3,86,14.75052,1,1.6,1.19478214093818,1,3
3,87,12.32468,1,1.6,0.613088084410377,1,3
3,88,9.56951,1,1.6,-0.0475762684421255,1,3
3,89,16.94271,1,1.6,1.72044908260774,1,3
3,90,17.29012,1,1.6,1.80375479616607,1,3
3,91,18.33526,1,1.6,2.05436972799977,1,3
3,92,17.16883,1,1.6,1.77467057292123,1,3
3,93,16.23415,1,1.6,1.55054293022616,1,3
3,94,14.02251,1,1.6,1.02021205795958,1,3
3,95,15.16061,1,1.6,1.29311794034848,1,3
3,96,13.48808,1,1.6,0.892060673437043,1,3
3,97,13.09751,1,1.6,0.798405589978091,1,3
3,98,12.7833,1,1.6,0.723060930189481,1,3
3,99,13.08852,1,1.6,0.796249870900087,1,3
3,100,11.25132,1,1.6,0.355706256872417,1,3
3,101,10.1988,1,1.6,0.103321669110386,1,3
3,102,8.86927,1,1.6,-0.215487361565757,1,3
3,103,8.893619,1,1.6,-0.209648695956156,1,3
3,104,13.34396,1,1.6,0.857502026771646,1,3
3,105,12.14165,1,1.6,0.569199178643185,1,3
3,106,8.947731,1,1.6,-0.196673137474627,1,3
3,107,7.397308,1,1.6,-0.568450272077077,1,3
3,108,12.25539,1,1.6,0.596472981527742,1,3
3,109,12.39369,1,1.6,0.629636045875677,1,3
3,110,10.25095,1,1.6,0.115826758089017,1,3
3,111,8.689026,1,1.6,-0.258708210230466,1,3
3,112,5.79652,1,1.6,-0.95230446912265,1,3
3,113,3.747311,1,1.6,-1.4436858858209,1,3
3,114,2.815935,1,1.6,-1.66702125979142,1,3
5,1,7.059209,2,2.6,-0.649523293718238,1,5
5,2,6.594087,2,2.6,-0.76105525912417,1,5
5,3,5.722775,2,2.6,-0.969987839913239,1,5
5,4,7.4556,2,2.6,-0.554472388151048,1,5
5,5,9.629999,2,2.6,-0.033071564180793,1,5
5,6,8.818568,2,2.6,-0.227645233500457,1,5
5,7,8.621451,2,2.6,-0.274912071931924,1,5
5,8,10.12505,2,2.6,0.0856370993659152,1,5
5,9,10.61813,2,2.6,0.203873135292741,1,5
5,10,9.160736,2,2.6,-0.145596503190953,1,5
5,11,8.166379,2,2.6,-0.384034140037085,1,5
5,12,6.973364,2,2.6,-0.670108132900802,1,5
5,13,6.226774,2,2.6,-0.849133528501128,1,5
5,14,6.148243,2,2.6,-0.867964537946592,1,5
5,15,6.036553,2,2.6,-0.894746769739946,1,5
5,16,6.510929,2,2.6,-0.780995780491094,1,5
5,17,9.127061,2,2.6,-0.153671457579361,1,5
5,18,9.657799,2,2.6,-0.0264053806025383,1,5
5,19,10.20215,2,2.6,0.104124968210643,1,5
5,20,12.64283,2,2.6,0.6893775198572,1,5
5,21,11.00891,2,2.6,0.297578574814694,1,5
5,22,10.03706,2,2.6,0.0645379089684111,1,5
5,23,9.450102,2,2.6,-0.0762092054461621,1,5
5,24,8.887149,2,2.6,-0.211200142278145,1,5
5,25,8.194341,2,2.6,-0.377329110353086,1,5
5,26,7.391044,2,2.6,-0.56995232149917,1,5
5,27,11.63992,2,2.6,0.448888952502262,1,5
5,28,11.08754,2,2.6,0.316433323547002,1,5
5,29,9.368933,2,2.6,-0.0956727829592317,1,5
5,30,10.30366,2,2.6,0.12846612990232,1,5
5,31,13.02458,2,2.6,0.780917648670102,1,5
5,32,11.66561,2,2.6,0.455049177542743,1,5
5,33,9.689642,2,2.6,-0.0187697229161228,1,5
5,34,9.316042,2,2.6,-0.108355556903025,1,5
5,35,9.493057,2,2.6,-0.0659089926546538,1,5
5,36,8.622495,2,2.6,-0.274661730361576,1,5
5,37,11.01731,2,2.6,0.299592817334742,1,5
5,38,10.55001,2,2.6,0.187538587618255,1,5
5,39,8.509143,2,2.6,-0.301842494424968,1,5
5,40,6.975498,2,2.6,-0.669596419384399,1,5
5,41,7.277103,2,2.6,-0.597274322329742,1,5
5,42,9.711683,2,2.6,-0.0134844944179819,1,5
5,43,9.550524,2,2.6,-0.0521289361189866,1,5
5,44,11.95139,2,2.6,0.523576585564095,1,5
5,45,11.94914,2,2.6,0.523037056317653,1,5
5,46,13.91295,2,2.6,0.993940580519525,1,5
5,47,14.11832,2,2.6,1.04318641222694,1,5
5,48,12.52003,2,2.6,0.659931212540306,1,5
5,49,10.5309,2,2.6,0.182956185885146,1,5
5,50,9.160695,2,2.6,-0.145606334612777,1,5
5,51,10.9312,2,2.6,0.278944433596487,1,5
5,52,10.07984,2,2.6,0.0747961583740849,1,5
5,53,8.703524,2,2.6,-0.255231723557173,1,5
5,54,7.54969,2,2.6,-0.531910474018747,1,5
5,55,6.663132,2,2.6,-0.744498904981703,1,5
5,56,6.54074,2,2.6,-0.773847377661909,1,5
5,57,6.361574,2,2.6,-0.816809731869879,1,5
5,58,7.066657,2,2.6,-0.647737332017129,1,5
5,59,6.898176,2,2.6,-0.688137521781442,1,5
5,60,6.284516,2,2.6,-0.835287529502006,1,5
5,61,6.005747,2,2.6,-0.902133764391446,1,5
5,62,8.482382,2,2.6,-0.308259535386755,1,5
5,63,8.173806,2,2.6,-0.382253213942275,1,5
5,64,7.764262,2,2.6,-0.480458087588774,1,5
5,65,6.615745,2,2.6,-0.755861870493313,1,5
5,66,5.974289,2,2.6,-0.909677102629027,1,5
5,67,5.491317,2,2.6,-1.02548933339006,1,5
5,68,5.368946,2,2.6,-1.05483277046397,1,5
5,69,5.841185,2,2.6,-0.941594214103846,1,5
5,70,6.811595,2,2.6,-0.708898846975286,1,5
5,71,6.268786,2,2.6,-0.839059438411572,1,5
5,72,5.486743,2,2.6,-1.02658613640038,1,5
5,73,5.093562,2,2.6,-1.12086731357598,1,5
8,1,13.30596,0,1.6,0.84838997727619,1,8
8,2,11.95573,0,1.6,0.524617277532787,1,8
8,3,9.920777,0,1.6,0.0366543181399874,1,8
8,4,13.38343,0,1.6,0.86696656870811,1,8
8,5,14.41384,0,1.6,1.11404938240844,1,8
8,6,12.65256,0,1.6,0.691710684109589,1,8
8,7,10.76183,0,1.6,0.238331069832135,1,8
8,8,9.699623,0,1.6,-0.0163763711789081,1,8
8,9,8.509726,0,1.6,-0.301702696402446,1,8
8,10,7.749569,0,1.6,-0.483981333463425,1,8
8,11,7.600498,0,1.6,-0.51972718426177,1,8
8,12,7.411031,0,1.6,-0.565159623255337,1,8
8,13,8.09587,0,1.6,-0.400941547875903,1,8
8,14,8.52398,0,1.6,-0.298284718678545,1,8
8,15,10.04144,0,1.6,0.0655881925681503,1,8
8,16,9.975738,0,1.6,0.0498334589905072,1,8
8,17,19.54095,0,1.6,2.34348306895177,1,8
8,18,17.90225,0,1.6,1.95053792399905,1,8
8,19,15.28205,0,1.6,1.32223813220975,1,8
8,20,10.36204,0,1.6,0.142465115416654,1,8
8,21,20.11168,0,1.6,2.48033885865024,1,8
8,22,NA,0,1.6,NA,1,8
8,23,18.13344,0,1.6,2.00597515354785,1,8
8,24,13.28205,0,1.6,0.842656579817339,1,8
8,25,11.78085,0,1.6,0.482682666591594,1,8
8,26,12.44492,0,1.6,0.641920527340208,1,8
8,27,13.27112,0,1.6,0.840035666633514,1,8
8,28,12.50494,0,1.6,0.656312769727505,1,8
8,29,10.25467,0,1.6,0.116718779776468,1,8
8,30,8.294796,0,1.6,-0.353240927930296,1,8
8,31,16.77785,0,1.6,1.68091717524404,1,8
8,32,17.03607,0,1.6,1.74283594947342,1,8
8,33,15.47451,0,1.6,1.36838826499647,1,8
8,34,12.96266,0,1.6,0.766069803808032,1,8
8,35,10.98789,0,1.6,0.29253817269905,1,8
8,36,8.923672,0,1.6,-0.202442263759131,1,8
8,37,11.69378,0,1.6,0.46180408370819,1,8
8,38,11.72409,0,1.6,0.469072142134697,1,8
8,39,10.4452,0,1.6,0.162406116365131,1,8
8,40,9.529484,0,1.6,-0.0571741340501546,1,8
8,41,7.940297,0,1.6,-0.438246518301075,1,8
8,42,6.887106,0,1.6,-0.690792005673934,1,8
8,43,7.86341,0,1.6,-0.456683311710473,1,8
8,44,8.24248,0,1.6,-0.365785822177777,1,8
8,45,10.00576,0,1.6,0.0570324576734699,1,8
8,46,8.930821,0,1.6,-0.200727999500104,1,8
8,47,11.84032,0,1.6,0.496943024051982,1,8
8,48,18.23048,0,1.6,2.02924445046993,1,8
8,49,11.35723,0,1.6,0.381102497979357,1,8
8,50,12.49656,0,1.6,0.654303323022981,1,8
8,51,11.88709,0,1.6,0.508158038654679,1,8
8,52,15.61784,0,1.6,1.40275747694868,1,8
8,53,15.89847,0,1.6,1.47004996247262,1,8
8,54,21.27389,0,1.6,2.75902609665323,1,8
8,55,17.08651,0,1.6,1.75493099622476,1,8
8,56,12.9849,0,1.6,0.771402750670636,1,8
8,57,10.15502,0,1.6,0.0928236289285156,1,8
8,58,8.174917,0,1.6,-0.381986806389921,1,8
8,59,9.639486,0,1.6,-0.0307966690870196,1,8
8,60,13.0656,0,1.6,0.79075386630967,1,8
8,61,11.72753,0,1.6,0.469897022404812,1,8
8,62,11.13483,0,1.6,0.32777302935332,1,8
8,63,11.34103,0,1.6,0.377217887404978,1,8
8,64,11.12181,0,1.6,0.324650953447246,1,8
8,65,11.69923,0,1.6,0.463110943438459,1,8
8,66,10.4064,0,1.6,0.153102234248718,1,8
8,67,8.642391,0,1.6,-0.269890853078376,1,8
8,68,6.925089,0,1.6,-0.681684032621674,1,8
8,69,5.941428,0,1.6,-0.91755686732561,1,8
8,70,5.015319,0,1.6,-1.1396292632779,1,8
8,71,4.709694,0,1.6,-1.21291531925287,1,8
8,72,5.963909,0,1.6,-0.912166130885943,1,8
8,73,6.531613,0,1.6,-0.776035948076252,1,8
8,74,6.279101,0,1.6,-0.836585996555109,1,8
8,75,6.612295,0,1.6,-0.75668914867119,1,8
8,76,7.063476,0,1.6,-0.648500106476209,1,8
8,77,6.693176,0,1.6,-0.737294630901664,1,8
8,78,6.276691,0,1.6,-0.837163892325742,1,8
10,1,NA,2.666667,2.6,NA,1,10
10,2,NA,2.666667,2.6,NA,1,10
10,3,NA,2.666667,2.6,NA,1,10
10,4,NA,2.666667,2.6,NA,1,10
10,5,NA,2.666667,2.6,NA,1,10
10,6,NA,2.666667,2.6,NA,1,10
10,7,NA,2.666667,2.6,NA,1,10
10,8,NA,2.666667,2.6,NA,1,10
10,9,NA,2.666667,2.6,NA,1,10
10,10,NA,2.666667,2.6,NA,1,10
10,11,NA,2.666667,2.6,NA,1,10
10,12,NA,2.666667,2.6,NA,1,10
10,13,NA,2.666667,2.6,NA,1,10
10,14,NA,2.666667,2.6,NA,1,10
10,15,NA,2.666667,2.6,NA,1,10
10,16,NA,2.666667,2.6,NA,1,10
10,17,NA,2.666667,2.6,NA,1,10
10,18,NA,2.666667,2.6,NA,1,10
10,19,NA,2.666667,2.6,NA,1,10
10,20,NA,2.666667,2.6,NA,1,10
10,21,NA,2.666667,2.6,NA,1,10
10,22,NA,2.666667,2.6,NA,1,10
10,23,NA,2.666667,2.6,NA,1,10
10,24,NA,2.666667,2.6,NA,1,10
10,25,NA,2.666667,2.6,NA,1,10
10,26,NA,2.666667,2.6,NA,1,10
10,27,NA,2.666667,2.6,NA,1,10
10,28,NA,2.666667,2.6,NA,1,10
10,29,NA,2.666667,2.6,NA,1,10
10,30,NA,2.666667,2.6,NA,1,10
10,31,NA,2.666667,2.6,NA,1,10
10,32,NA,2.666667,2.6,NA,1,10
10,33,NA,2.666667,2.6,NA,1,10
10,34,NA,2.666667,2.6,NA,1,10
10,35,NA,2.666667,2.6,NA,1,10
10,36,NA,2.666667,2.6,NA,1,10
10,37,NA,2.666667,2.6,NA,1,10
10,38,NA,2.666667,2.6,NA,1,10
10,39,NA,2.666667,2.6,NA,1,10
10,40,NA,2.666667,2.6,NA,1,10
10,41,NA,2.666667,2.6,NA,1,10
10,42,NA,2.666667,2.6,NA,1,10
10,43,NA,2.666667,2.6,NA,1,10
10,44,NA,2.666667,2.6,NA,1,10
10,45,NA,2.666667,2.6,NA,1,10
10,46,NA,2.666667,2.6,NA,1,10
10,47,NA,2.666667,2.6,NA,1,10
10,48,NA,2.666667,2.6,NA,1,10
10,49,NA,2.666667,2.6,NA,1,10
10,50,NA,2.666667,2.6,NA,1,10
10,51,NA,2.666667,2.6,NA,1,10
10,52,NA,2.666667,2.6,NA,1,10
10,53,NA,2.666667,2.6,NA,1,10
10,54,NA,2.666667,2.6,NA,1,10
10,55,NA,2.666667,2.6,NA,1,10
10,56,NA,2.666667,2.6,NA,1,10
10,57,NA,2.666667,2.6,NA,1,10
10,58,NA,2.666667,2.6,NA,1,10
10,59,NA,2.666667,2.6,NA,1,10
10,60,NA,2.666667,2.6,NA,1,10
10,61,NA,2.666667,2.6,NA,1,10
10,62,NA,2.666667,2.6,NA,1,10
10,63,NA,2.666667,2.6,NA,1,10
10,64,NA,2.666667,2.6,NA,1,10
10,65,NA,2.666667,2.6,NA,1,10
10,66,NA,2.666667,2.6,NA,1,10
10,67,NA,2.666667,2.6,NA,1,10
10,68,NA,2.666667,2.6,NA,1,10
10,69,NA,2.666667,2.6,NA,1,10
10,70,NA,2.666667,2.6,NA,1,10
10,71,NA,2.666667,2.6,NA,1,10
10,72,NA,2.666667,2.6,NA,1,10
10,73,NA,2.666667,2.6,NA,1,10
10,74,NA,2.666667,2.6,NA,1,10
10,75,NA,2.666667,2.6,NA,1,10
10,76,NA,2.666667,2.6,NA,1,10
10,77,NA,2.666667,2.6,NA,1,10
10,78,NA,2.666667,2.6,NA,1,10
10,79,NA,2.666667,2.6,NA,1,10
10,80,NA,2.666667,2.6,NA,1,10
10,81,NA,2.666667,2.6,NA,1,10
10,82,NA,2.666667,2.6,NA,1,10
10,83,NA,2.666667,2.6,NA,1,10
10,84,NA,2.666667,2.6,NA,1,10
10,85,NA,2.666667,2.6,NA,1,10
10,86,NA,2.666667,2.6,NA,1,10
10,87,NA,2.666667,2.6,NA,1,10
10,88,NA,2.666667,2.6,NA,1,10
10,89,NA,2.666667,2.6,NA,1,10
10,90,NA,2.666667,2.6,NA,1,10
10,91,NA,2.666667,2.6,NA,1,10
10,92,NA,2.666667,2.6,NA,1,10
10,93,NA,2.666667,2.6,NA,1,10
10,94,NA,2.666667,2.6,NA,1,10
10,95,NA,2.666667,2.6,NA,1,10
10,96,NA,2.666667,2.6,NA,1,10
10,97,NA,2.666667,2.6,NA,1,10
10,98,NA,2.666667,2.6,NA,1,10
10,99,NA,2.666667,2.6,NA,1,10
10,100,NA,2.666667,2.6,NA,1,10
10,101,NA,2.666667,2.6,NA,1,10
10,102,NA,2.666667,2.6,NA,1,10
10,103,NA,2.666667,2.6,NA,1,10
10,104,NA,2.666667,2.6,NA,1,10
10,105,NA,2.666667,2.6,NA,1,10
10,106,NA,2.666667,2.6,NA,1,10
10,107,NA,2.666667,2.6,NA,1,10
10,108,NA,2.666667,2.6,NA,1,10
10,109,NA,2.666667,2.6,NA,1,10
11,1,NA,1,0.8,NA,1,11
11,2,NA,1,0.8,NA,1,11
11,3,NA,1,0.8,NA,1,11
11,4,NA,1,0.8,NA,1,11
11,5,NA,1,0.8,NA,1,11
11,6,NA,1,0.8,NA,1,11
11,7,NA,1,0.8,NA,1,11
11,8,NA,1,0.8,NA,1,11
11,9,NA,1,0.8,NA,1,11
11,10,NA,1,0.8,NA,1,11
11,11,NA,1,0.8,NA,1,11
11,12,NA,1,0.8,NA,1,11
11,13,NA,1,0.8,NA,1,11
11,14,NA,1,0.8,NA,1,11
11,15,NA,1,0.8,NA,1,11
11,16,NA,1,0.8,NA,1,11
11,17,NA,1,0.8,NA,1,11
11,18,NA,1,0.8,NA,1,11
11,19,NA,1,0.8,NA,1,11
11,20,NA,1,0.8,NA,1,11
11,21,NA,1,0.8,NA,1,11
11,22,NA,1,0.8,NA,1,11
11,23,NA,1,0.8,NA,1,11
11,24,NA,1,0.8,NA,1,11
