"DYAD","PERSON","DAY","sexf","hb","ARGUE","CLOSE","SUP","REAP"
152,152,3,1,0,0,3,6,6
152,152,4,1,0,0,3,6,10
152,152,5,1,0,0,3,6,10
152,152,6,1,-2,0,3,6,6
152,152,7,1,-2,0,3,8,7
152,652,1,0,-1,0,3,7,10
152,652,2,0,-1,0,3,7,6
152,652,3,0,-1,0,3,6,6
152,652,4,0,-1,0,3,6,6
152,652,5,0,-1,0,3,6,10
152,652,6,0,-1,0,3,6,10
152,652,7,0,-1,0,3,6,6
153,153,1,1,0,0,3,3,7
153,153,2,1,-1,0,3,3,7
153,153,3,1,0,0,3,5,8
153,153,4,1,0,0,3,5,8
153,153,5,1,-1,0,3,5,7
153,153,6,1,-1,0,3,5,8
153,153,7,1,-1,0,3,4,7
153,653,1,0,-1,0,3,4,7
153,653,2,0,-1,0,3,4,7
153,653,3,0,0,0,3,5,7
153,653,4,0,0,0,3,5,9
153,653,5,0,-2,0,2,5,7
153,653,6,0,-2,0,3,3,7
153,653,7,0,-1,0,2,3,8
154,154,1,1,0,0,3,9,8
154,154,2,1,-1,0,3,4,7
154,154,3,1,-2,0,3,3,8
154,154,4,1,-1,0,3,6,7
154,154,5,1,0,0,3,2,7
154,154,6,1,-2,0,3,4,7
154,154,7,1,0,0,3,3,7
154,654,1,0,0,0,3,2,8
154,654,2,0,-1,0,2,5,8
154,654,3,0,-1,0,3,4,7
154,654,4,0,0,0,3,4,8
154,654,5,0,0,0,3,4,7
154,654,6,0,0,0,3,2,7
154,654,7,0,0,0,3,4,7
155,155,1,1,-3,1,3,4,7
155,155,2,1,-1,1,3,5,7
155,155,3,1,-2,0,3,4,7
155,155,4,1,0,1,3,4,7
155,155,5,1,0,0,3,5,7
155,155,6,1,-1,0,3,5,7
155,155,7,1,-1,0,3,4,8
155,655,1,0,-3,1,3,6,9
155,655,2,0,-1,2,3,6,8
155,655,3,0,-2,0,3,5,8
155,655,4,0,0,1,3,4,10
155,655,5,0,0,0,3,8,7
155,655,6,0,-1,0,3,3,8
155,655,7,0,-1,0,3,5,8
156,156,1,1,-1,0,3,5,8
156,156,2,1,-1,0,3,4,8
156,156,3,1,1,0,3,6,8
156,156,4,1,2,0,3,5,9
156,156,5,1,0,0,3,10,10
156,156,6,1,2,0,3,4,10
156,156,7,1,-1,0,3,4,8
156,656,1,0,-1,0,3,4,8
156,656,2,0,-2,0,3,5,8
156,656,3,0,-1,0,3,4,8
156,656,4,0,-1,0,3,5,9
156,656,5,0,0,0,3,4,10
156,656,6,0,-3,0,3,4,10
156,656,7,0,-1,0,3,4,7
157,157,1,1,-1,0,3,3,8
157,157,2,1,0,0,3,3,8
157,157,3,1,0,0,3,5,10
157,157,4,1,-1,0,3,4,4
157,157,5,1,0,0,3,5,10
157,157,6,1,2,0,3,3,8
157,157,7,1,3,0,3,4,10
157,657,1,0,0,0,3,3,9
157,657,2,0,0,0,3,2,10
157,657,3,0,0,0,3,4,5
157,657,4,0,0,0,3,6,9
157,657,5,0,0,0,3,5,6
157,657,6,0,0,0,3,4,8
157,657,7,0,-2,0,3,4,8
158,158,1,1,-1,0,3,4,7
158,158,2,1,1,0,3,0,7
158,158,3,1,0,0,3,5,7
158,158,4,1,-1,0,3,5,7
158,158,5,1,-1,0,3,4,6
158,158,6,1,0,0,3,4,7
158,158,7,1,0,0,3,5,7
158,658,1,0,-2,0,3,4,8
158,658,2,0,3,0,3,4,8
158,658,3,0,0,0,3,4,8
158,658,4,0,0,0,3,4,8
158,658,5,0,2,0,3,4,9
158,658,6,0,3,0,3,5,8
158,658,7,0,-1,0,3,4,9
159,159,1,1,-1,0,3,2,8
159,159,2,1,-1,0,3,4,8
159,159,3,1,-2,0,3,4,7
159,159,4,1,-1,0,3,2,8
159,159,5,1,0,0,3,4,8
159,159,6,1,-3,1,3,2,8
159,159,7,1,-1,1,3,3,8
159,659,1,0,-1,0,3,1,8
159,659,2,0,-1,0,3,0,8
159,659,3,0,-2,0,3,2,8
159,659,4,0,-1,0,3,2,8
159,659,5,0,0,0,3,2,8
159,659,6,0,-3,1,2,2,8
159,659,7,0,-1,1,2,1,8
160,160,1,1,0,0,3,7,7
160,160,2,1,0,0,3,4,7
160,160,3,1,0,0,3,6,7
160,160,4,1,0,0,3,5,7
160,160,5,1,0,0,3,5,7
160,160,6,1,0,1,3,5,7
160,160,7,1,-1,1,3,7,7
160,660,1,0,0,0,3,5,6
160,660,2,0,-1,0,3,5,6
160,660,3,0,-2,0,2,2,7
160,660,4,0,0,0,3,5,8
160,660,5,0,0,0,3,5,7
160,660,6,0,0,0,2,5,6
160,660,7,0,-1,0,3,5,9
161,161,1,1,0,0,3,5,7
161,161,2,1,0,0,3,5,7
161,161,3,1,0,0,3,5,7
161,161,4,1,0,1,3,7,7
161,161,5,1,0,0,3,7,7
161,161,6,1,0,0,3,4,7
161,161,7,1,-1,0,3,5,8
161,661,1,0,0,0,2,5,8
161,661,2,0,0,0,3,4,7
161,661,3,0,0,0,3,5,7
161,661,4,0,0,1,3,5,8
161,661,5,0,-2,0,3,5,8
161,661,6,0,0,0,3,5,8
161,661,7,0,-3,0,3,5,7
162,162,1,1,-1,0,3,4,7
162,162,2,1,0,0,3,5,7
162,162,3,1,0,1,3,5,6
162,162,4,1,-1,1,3,5,6
162,162,5,1,0,1,3,5,7
162,162,6,1,1,1,3,5,7
162,162,7,1,0,0,3,5,7
162,662,1,0,-2,0,3,2,7
162,662,2,0,0,0,3,4,6
162,662,3,0,0,1,3,0,6
162,662,4,0,-1,1,3,3,7
162,662,5,0,0,1,2,4,7
162,662,6,0,-1,1,3,5,6
162,662,7,0,0,0,3,5,6
163,163,1,1,0,0,3,4,7
163,163,2,1,0,1,3,4,7
163,163,3,1,-3,0,3,5,7
163,163,4,1,0,0,3,4,8
163,163,5,1,0,0,3,5,7
163,163,6,1,-3,1,2,4,7
163,163,7,1,0,0,2,3,7
163,663,1,0,-1,0,3,7,7
163,663,2,0,0,1,3,5,7
163,663,3,0,0,0,3,5,6
163,663,4,0,0,0,2,5,7
163,663,5,0,0,0,3,5,7
163,663,6,0,-1,1,3,5,7
163,663,7,0,0,0,3,5,7
164,164,1,1,0,1,3,5,6
164,164,2,1,0,1,3,5,7
164,164,3,1,0,1,3,5,7
164,164,4,1,-2,0,3,5,7
164,164,5,1,-1,2,3,6,6
164,164,6,1,0,0,3,5,7
164,164,7,1,0,1,3,5,7
164,664,1,0,-2,1,2,5,6
164,664,2,0,-2,0,3,4,6
164,664,3,0,0,1,3,6,6
164,664,4,0,0,0,2,6,6
164,664,5,0,0,2,3,3,6
164,664,6,0,-1,0,2,5,6
164,664,7,0,0,1,3,5,7
165,165,1,1,-2,0,3,8,7
165,165,2,1,0,0,3,2,7
165,165,3,1,-2,0,3,4,8
165,165,4,1,-1,0,2,5,7
165,165,5,1,0,0,2,4,6
165,165,6,1,0,0,2,4,7
165,165,7,1,-1,0,3,5,8
165,665,1,0,0,0,3,3,7
165,665,2,0,-1,0,2,4,7
165,665,3,0,-1,0,3,4,7
165,665,4,0,0,0,3,4,8
165,665,5,0,-2,0,3,3,8
165,665,6,0,-3,0,3,4,7
165,665,7,0,-1,0,3,2,8
166,166,1,1,0,0,3,1,8
166,166,2,1,0,0,3,1,8
166,166,3,1,-2,1,3,4,8
166,166,4,1,-1,0,3,1,7
166,166,5,1,0,1,3,1,7
166,166,6,1,0,0,3,1,7
166,166,7,1,0,0,3,7,9
166,666,1,0,-2,0,3,2,8
166,666,2,0,0,0,2,3,8
166,666,3,0,-2,1,2,7,7
166,666,4,0,-1,0,2,4,8
166,666,5,0,0,1,2,4,10
166,666,6,0,0,0,2,5,8
166,666,7,0,0,0,2,4,6
167,167,1,1,0,0,2,4,7
167,167,2,1,3,0,3,4,6
167,167,3,1,3,1,3,4,6
167,167,4,1,-1,0,2,4,6
167,167,5,1,0,0,2,3,7
167,167,6,1,1,0,3,3,8
167,167,7,1,0,0,2,3,7
167,667,1,0,0,0,3,4,9
167,667,2,0,1,0,3,3,8
167,667,3,0,0,1,3,3,8
167,667,4,0,-2,0,3,4,9
167,667,5,0,-1,0,3,4,10
167,667,6,0,1,0,3,4,7
167,667,7,0,-1,0,3,5,10
168,168,1,1,1,0,2,2,7
168,168,2,1,-1,0,2,4,7
168,168,3,1,1,0,2,3,6
168,168,4,1,-3,0,3,4,6
168,168,5,1,-1,0,2,4,6
168,168,6,1,2,0,2,4,6
168,168,7,1,0,0,2,3,6
168,668,1,0,-1,0,2,4,8
168,668,2,0,0,0,3,4,6
168,668,3,0,-2,0,3,6,6
168,668,4,0,0,0,3,4,7
168,668,5,0,0,0,3,7,7
168,668,6,0,-2,0,2,6,6
168,668,7,0,1,0,2,6,6
169,169,1,1,0,0,3,3,9
169,169,2,1,-2,0,3,0,6
169,169,3,1,-1,0,3,3,6
169,169,4,1,1,0,3,4,7
169,169,5,1,-1,0,3,2,6
169,169,6,1,0,0,3,4,6
169,169,7,1,0,0,3,2,6
169,669,1,0,0,0,3,5,8
169,669,2,0,0,0,3,4,9
169,669,3,0,0,0,3,3,9
169,669,4,0,0,0,3,4,9
169,669,5,0,0,0,3,4,10
169,669,6,0,0,0,3,4,10
169,669,7,0,0,0,3,6,10
170,170,1,1,0,0,3,0,10
170,170,2,1,0,0,3,2,10
170,170,3,1,0,0,3,1,10
170,170,4,1,0,0,3,0,10
170,170,5,1,0,0,3,0,10
170,170,6,1,0,0,3,1,10
170,170,7,1,0,0,3,0,10
170,670,1,0,0,0,3,0,10
170,670,2,0,1,0,3,0,10
170,670,3,0,0,0,3,0,10
170,670,4,0,0,0,3,0,10
170,670,5,0,0,0,3,0,10
170,670,6,0,0,0,3,0,10
170,670,7,0,0,0,3,0,10
